# docs/Project58/asserts.tsv — every string count operand NOT proven non-negative by construction,
# with the exact IR assert that discharges it at runtime.  Emit it immediately BEFORE the statement
# (same block; the count expression is evaluated in the statement's own context, IR.md 5.8).
# tier: base-class = a varying read (count = length word at A, data at A+1); cond = non-negative iff the
#       named length word(s) are; guard = proven by a dominating guard (no assert NEEDED, listed for completeness);
#       unknown = the tool could not decide (arithmetic / opaque / interprocedural); the assert still discharges it;
#       invariant (a005) = proven by dataflow: the count is a frame slot's length word (or C - it) and every writer of
#       that slot in the routine keeps it in [0, C] (literal assignments, the clamped append min(len+k, C)); no assert NEEDED;
#       derived (a004) = built from base-class length words by +, x, min/max: covered by the ROOT site's assert(s)
#       named in the root column (block:stmt role), which dominate it with the length word unchanged between.
# pc	block	stmt	op	routine	role	class	tier	needed	root	assert
7015C0AD	7015C0A3	0	WCMP	QUEST	s1/ac1	varying	guard	no		assert((sx16(M16[0x7000021C])) >=s 0, "P58 guard s1-ac1 @7015C0AD")
7016DF66	7016DF59	7	WCMV	INIT_OBJ_TBL	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016DF66")
7016DF66	7016DF59	7	WCMV	INIT_OBJ_TBL	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016DF66")
7016DF95	7016DF68	29	WCMV	INIT_OBJ_TBL	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016DF95")
7016DF95	7016DF68	29	WCMV	INIT_OBJ_TBL	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016DF95")
7016DFA9	7016DF68	44	WCMV	INIT_OBJ_TBL	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016DFA9")
7016DFA9	7016DF68	44	WCMV	INIT_OBJ_TBL	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016DFA9")
7016DFD6	7016DFC4	10	WCMV	INIT_OBJ_TBL	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016DFD6")
7016E005	7016DFF8	7	WCMV	INIT_OBJ_TBL	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016E005")
7016E005	7016DFF8	7	WCMV	INIT_OBJ_TBL	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016E005")
7016E033	7016E020	10	WCMV	INIT_OBJ_TBL	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016E033")
7016E355	7016E34E	1	WCMV	KILL_PLAYER.2@7016E317	dst/ac0	register	guard	no		assert((ac0) >=s 0, "P58 guard dst-ac0 @7016E355")
7016E355	7016E34E	1	WCMV	KILL_PLAYER.2@7016E317	src/ac1	register	guard	no		assert((ac1) >=s 0, "P58 guard src-ac1 @7016E355")
7016E3B7	7016E3AB	1	WCMP	KILL_PLAYER.2@7016E317	s1/ac1	varying	base-class	yes		assert((sx16(M16[R[wp(ac3, 0x12)]])) >=s 0, "P58 base-class s1-ac1 @7016E3B7")
7016E3B7	7016E3AB	1	WCMP	KILL_PLAYER.2@7016E317	s2/ac0	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x204)])) >=s 0, "P58 base-class s2-ac0 @7016E3B7")
7016E3CA	7016E3BD	0	WCMP	KILL_PLAYER.2@7016E317	s1/ac1	varying	base-class	yes		assert((sx16(M16[(M32[wp(ac3, 0x12)] + 0x11)])) >=s 0, "P58 base-class s1-ac1 @7016E3CA")
7016E3CA	7016E3BD	0	WCMP	KILL_PLAYER.2@7016E317	s2/ac0	varying	guard	no		assert((sx16(M16[0x7000021C])) >=s 0, "P58 guard s2-ac0 @7016E3CA")
7016EC1C	7016EBFD	10	WCMV	LIST_PLAYERS	dst/ac0	lenload-expr	derived	no	7016EBFD:10 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 0xC) - 0xFFFFD9A)])) >=s 0, "P58 derived dst-ac0 @7016EC1C")
7016EC1C	7016EBFD	10	WCMV	LIST_PLAYERS	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 0xC) - 0xFFFFD9A)])) >=s 0, "P58 base-class src-ac1 @7016EC1C")
7016EC27	7016EBFD	12	WCMV	LIST_PLAYERS	dst/ac0	expr	derived	no	7016EBFD:10 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 0xC) - 0xFFFFD9A)]) + 6)) >=s 0, "P58 derived dst-ac0 @7016EC27")
7016EC27	7016EBFD	12	WCMV	LIST_PLAYERS	src/ac1	expr	derived	no	7016EBFD:10 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 0xC) - 0xFFFFD9A)]) + 6)) >=s 0, "P58 derived src-ac1 @7016EC27")
7016ECE2	7016ECD7	2	WCMP	LIST_PLAYERS.1@7016EC57	s1/ac1	varying	base-class	yes		assert((sx16(M16[R[wp(ac3, 0x10)]])) >=s 0, "P58 base-class s1-ac1 @7016ECE2")
7016ED28	7016ED1F	1	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	register	guard	no		assert((ac1) >=s 0, "P58 guard src-ac1 @7016ED28")
7016EDBB	7016ED93	25	WCMV	LIST_PLAYERS.1@7016EC57	dst/ac0	register	cond	yes		assert((ac0) >=s 0, "P58 cond dst-ac0 @7016EDBB")
7016EDBB	7016ED93	25	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	register	cond	yes		assert((ac1) >=s 0, "P58 cond src-ac1 @7016EDBB")
7016EDD2	7016ED93	41	WCMV	LIST_PLAYERS.1@7016EC57	dst/ac0	expr	cond	yes		assert(((sx16(M16[(M32[0x70000210] + 0x1EFB9)]) + 1)) >=s 0, "P58 cond dst-ac0 @7016EDD2")
7016EDD2	7016ED93	41	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	expr	cond	yes		assert(((sx16(M16[(M32[0x70000210] + 0x1EFB9)]) + 1)) >=s 0, "P58 cond src-ac1 @7016EDD2")
7016EDED	7016ED93	57	WCMV	LIST_PLAYERS.1@7016EC57	dst/ac0	expr	cond	yes		assert(((sx16(M16[(M32[0x70000210] + 0x1EFB9)]) + 0xD)) >=s 0, "P58 cond dst-ac0 @7016EDED")
7016EDED	7016ED93	57	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	expr	cond	yes		assert(((sx16(M16[(M32[0x70000210] + 0x1EFB9)]) + 0xD)) >=s 0, "P58 cond src-ac1 @7016EDED")
7016EE08	7016ED93	73	WCMV	LIST_PLAYERS.1@7016EC57	dst/ac0	expr	cond	yes		assert(((sx16(M16[(M32[0x70000210] + 0x1EFB9)]) + 0x11)) >=s 0, "P58 cond dst-ac0 @7016EE08")
7016EE08	7016ED93	73	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	expr	cond	yes		assert(((sx16(M16[(M32[0x70000210] + 0x1EFB9)]) + 0x11)) >=s 0, "P58 cond src-ac1 @7016EE08")
7016EE2A	7016EE21	5	WCMV	LIST_PLAYERS.1@7016EC57	dst/ac0	expr	cond	yes		assert(((sx16(M16[(M32[0x70000210] + 0x1EFB9)]) + 0x13)) >=s 0, "P58 cond dst-ac0 @7016EE2A")
7016EE2A	7016EE21	5	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	expr	cond	yes		assert(((sx16(M16[(M32[0x70000210] + 0x1EFB9)]) + 0x13)) >=s 0, "P58 cond src-ac1 @7016EE2A")
7016EEA6	7016EE9E	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016EEA6")
7016EEBF	7016EEB7	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016EEBF")
7016EF0D	7016EF05	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016EF0D")
7016EF26	7016EF1E	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016EF26")
7016EF74	7016EF6C	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016EF74")
7016EF8D	7016EF85	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016EF8D")
7016EFDB	7016EFD3	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016EFDB")
7016EFF4	7016EFEC	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016EFF4")
7016F042	7016F03A	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016F042")
7016F05B	7016F053	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016F05B")
7016F0A7	7016F09F	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016F0A7")
7016F0C0	7016F0B8	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016F0C0")
7016F10C	7016F104	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016F10C")
7016F125	7016F11D	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016F125")
7016F173	7016F16B	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016F173")
7016F18C	7016F184	0	WCMV	LIST_PLAYERS.1@7016EC57	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016F18C")
7016F2BE	7016F27B	25	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	register	derived	no	7016F27B:25 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7016F2BE")
7016F2BE	7016F27B	25	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @7016F2BE")
7016F2BE	7016F27B	31	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016F2BE")
7016F2BE	7016F27B	31	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016F2BE")
7016F2BE	7016F27B	38	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016F2BE")
7016F2BE	7016F27B	38	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016F2BE")
7016F2C6	7016F27B	39	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	lenload-expr	derived	no	7016F27B:39 src/ac1	assert((sx16(M16[0x7000021C])) >=s 0, "P58 derived dst-ac0 @7016F2C6")
7016F2C6	7016F27B	39	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class src-ac1 @7016F2C6")
7016F2D1	7016F27B	44	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016F2D1")
7016F2D1	7016F27B	44	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016F2D1")
7016F312	7016F2E7	21	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	register	derived	no	7016F2E7:21 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7016F312")
7016F312	7016F2E7	21	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @7016F312")
7016F31D	7016F2E7	26	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016F31D")
7016F31D	7016F2E7	26	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016F31D")
7016F364	7016F34E	8	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	lenload-expr	derived	no	7016F34E:8 src/ac1	assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 derived dst-ac0 @7016F364")
7016F364	7016F34E	8	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016F364")
7016F36D	7016F34E	10	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	expr	derived	no	7016F34E:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x20A)]) + 3)) >=s 0, "P58 derived dst-ac0 @7016F36D")
7016F36D	7016F34E	10	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	expr	derived	no	7016F34E:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x20A)]) + 3)) >=s 0, "P58 derived src-ac1 @7016F36D")
7016F37E	7016F34E	13	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	expr	cond	yes		assert(((sx16(M16[wp(ac3, 0x20A)]) + 7)) >=s 0, "P58 cond dst-ac0 @7016F37E")
7016F37E	7016F34E	13	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	expr	cond	yes		assert(((sx16(M16[wp(ac3, 0x20A)]) + 7)) >=s 0, "P58 cond src-ac1 @7016F37E")
7016F49C	7016F488	6	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	lenload-expr	derived	no	7016F488:6 src/ac1	assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 derived dst-ac0 @7016F49C")
7016F49C	7016F488	6	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x20A)])) >=s 0, "P58 base-class src-ac1 @7016F49C")
7016F4A7	7016F488	8	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	expr	derived	no	7016F488:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x20A)]) + 0xE)) >=s 0, "P58 derived dst-ac0 @7016F4A7")
7016F4A7	7016F488	8	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	expr	derived	no	7016F488:6 src/ac1	assert(((sx16(M16[wp(ac3, 0x20A)]) + 0xE)) >=s 0, "P58 derived src-ac1 @7016F4A7")
7016F4DD	7016F4BE	10	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	lenload-expr	derived	no	7016F4BE:10 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFCFB)])) >=s 0, "P58 derived dst-ac0 @7016F4DD")
7016F4DD	7016F4BE	10	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFCFB)])) >=s 0, "P58 base-class src-ac1 @7016F4DD")
7016F4E8	7016F4BE	12	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	expr	derived	no	7016F4BE:10 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFCFB)]) + 5)) >=s 0, "P58 derived dst-ac0 @7016F4E8")
7016F4E8	7016F4BE	12	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	expr	derived	no	7016F4BE:10 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFCFB)]) + 5)) >=s 0, "P58 derived src-ac1 @7016F4E8")
7016F519	7016F4FA	10	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	lenload-expr	derived	no	7016F4FA:10 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFA73)])) >=s 0, "P58 derived dst-ac0 @7016F519")
7016F519	7016F4FA	10	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFA73)])) >=s 0, "P58 base-class src-ac1 @7016F519")
7016F524	7016F4FA	12	WCMV	LIST_PLAYERS.2@7016F1D0	dst/ac0	expr	derived	no	7016F4FA:10 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFA73)]) + 5)) >=s 0, "P58 derived dst-ac0 @7016F524")
7016F524	7016F4FA	12	WCMV	LIST_PLAYERS.2@7016F1D0	src/ac1	expr	derived	no	7016F4FA:10 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFA73)]) + 5)) >=s 0, "P58 derived src-ac1 @7016F524")
7016F719	7016F6F2	20	WCMV	LOOK	dst/ac0	lenload-expr	derived	no	7016F6F2:20 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x14) + M32[0x70000212] - 0xF)])) >=s 0, "P58 derived dst-ac0 @7016F719")
7016F719	7016F6F2	20	WCMV	LOOK	src/ac1	varying	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x14) + M32[0x70000212] - 0xF)])) >=s 0, "P58 base-class src-ac1 @7016F719")
7016F722	7016F6F2	22	WCMV	LOOK	dst/ac0	expr	derived	no	7016F6F2:20 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x14) + M32[0x70000212] - 0xF)]) + 1)) >=s 0, "P58 derived dst-ac0 @7016F722")
7016F722	7016F6F2	22	WCMV	LOOK	src/ac1	expr	derived	no	7016F6F2:20 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x14) + M32[0x70000212] - 0xF)]) + 1)) >=s 0, "P58 derived src-ac1 @7016F722")
7016F730	7016F6F2	29	WCMV	LOOK	dst/ac0	expr	derived	no	7016F6F2:20 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x14) + M32[0x70000212] - 0xF)]) + 2)) >=s 0, "P58 derived dst-ac0 @7016F730")
7016F730	7016F6F2	29	WCMV	LOOK	src/ac1	expr	derived	no	7016F6F2:20 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 0x14) + M32[0x70000212] - 0xF)]) + 2)) >=s 0, "P58 derived src-ac1 @7016F730")
7016FEDA	7016FE9D	31	WCMV	MOVE_FAMILIAR	dst/ac0	lenload-expr	derived	no	7016FE9D:31 src/ac1	assert((sx16(M16[((sx16(M16[M32[wp(ac3, -0xC)]]) * 0x2AE) + M32[0x70000210] + 0x17)])) >=s 0, "P58 derived dst-ac0 @7016FEDA")
7016FEDA	7016FE9D	31	WCMV	MOVE_FAMILIAR	src/ac1	varying	base-class	yes		assert((sx16(M16[((sx16(M16[M32[wp(ac3, -0xC)]]) * 0x2AE) + M32[0x70000210] + 0x17)])) >=s 0, "P58 base-class src-ac1 @7016FEDA")
7016FEE3	7016FE9D	33	WCMV	MOVE_FAMILIAR	dst/ac0	expr	derived	no	7016FE9D:31 src/ac1	assert(((sx16(M16[((sx16(M16[M32[wp(ac3, -0xC)]]) * 0x2AE) + M32[0x70000210] + 0x17)]) + 1)) >=s 0, "P58 derived dst-ac0 @7016FEE3")
7016FEE3	7016FE9D	33	WCMV	MOVE_FAMILIAR	src/ac1	expr	derived	no	7016FE9D:31 src/ac1	assert(((sx16(M16[((sx16(M16[M32[wp(ac3, -0xC)]]) * 0x2AE) + M32[0x70000210] + 0x17)]) + 1)) >=s 0, "P58 derived src-ac1 @7016FEE3")
7016FEF2	7016FE9D	36	WCMV	MOVE_FAMILIAR	dst/ac0	expr	derived	no	7016FE9D:31 src/ac1	assert(((sx16(M16[((sx16(M16[M32[wp(ac3, -0xC)]]) * 0x2AE) + M32[0x70000210] + 0x17)]) + 0xE)) >=s 0, "P58 derived dst-ac0 @7016FEF2")
7016FEF2	7016FE9D	36	WCMV	MOVE_FAMILIAR	src/ac1	expr	derived	no	7016FE9D:31 src/ac1	assert(((sx16(M16[((sx16(M16[M32[wp(ac3, -0xC)]]) * 0x2AE) + M32[0x70000210] + 0x17)]) + 0xE)) >=s 0, "P58 derived src-ac1 @7016FEF2")
7016FF06	7016FE9D	42	WCMV	MOVE_FAMILIAR	dst/ac0	register	derived	no	7016FE9D:42 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7016FF06")
7016FF06	7016FE9D	42	WCMV	MOVE_FAMILIAR	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @7016FF06")
7016FF06	7016FE9D	48	WCMV	MOVE_FAMILIAR	dst/ac0	register	derived	no	7016FE9D:42 src/ac1 & 7016FE9D:31 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7016FF06")
7016FF06	7016FE9D	48	WCMV	MOVE_FAMILIAR	src/ac1	register	derived	no	7016FE9D:42 src/ac1 & 7016FE9D:31 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @7016FF06")
7016FF14	7016FE9D	55	WCMV	MOVE_FAMILIAR	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7016FF14")
7016FF14	7016FE9D	55	WCMV	MOVE_FAMILIAR	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7016FF14")
7017037A	7017034C	17	WCMV	MOVE_IN_CAVE	dst/ac0	register	derived	no	7017034C:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7017037A")
7017037A	7017034C	17	WCMV	MOVE_IN_CAVE	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @7017037A")
7017037A	7017034C	23	WCMV	MOVE_IN_CAVE	dst/ac0	register	derived	no	7017034C:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7017037A")
7017037A	7017034C	23	WCMV	MOVE_IN_CAVE	src/ac1	register	derived	no	7017034C:17 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @7017037A")
7017038B	7017034C	29	WCMV	MOVE_IN_CAVE	dst/ac0	register	derived	no	7017034C:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7017038B")
7017038B	7017034C	29	WCMV	MOVE_IN_CAVE	src/ac1	register	derived	no	7017034C:17 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @7017038B")
701704E5	701704AD	23	WCMV	MOVE_IN_CAVE	dst/ac0	register	derived	no	701704AD:23 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701704E5")
701704E5	701704AD	23	WCMV	MOVE_IN_CAVE	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @701704E5")
701704E5	701704AD	29	WCMV	MOVE_IN_CAVE	dst/ac0	register	derived	no	701704AD:23 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701704E5")
701704E5	701704AD	29	WCMV	MOVE_IN_CAVE	src/ac1	register	derived	no	701704AD:23 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @701704E5")
701704F6	701704AD	35	WCMV	MOVE_IN_CAVE	dst/ac0	register	derived	no	701704AD:23 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @701704F6")
701704F6	701704AD	35	WCMV	MOVE_IN_CAVE	src/ac1	register	derived	no	701704AD:23 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @701704F6")
7017084C	70170838	5	WCMV	MOVE_IN_CAVE	dst/ac0	lenload-expr	derived	no	70170838:5 src/ac1	assert((sx16(M16[wp(ac3, 0x1C)])) >=s 0, "P58 derived dst-ac0 @7017084C")
7017084C	70170838	5	WCMV	MOVE_IN_CAVE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x1C)])) >=s 0, "P58 base-class src-ac1 @7017084C")
70170857	70170838	7	WCMV	MOVE_IN_CAVE	dst/ac0	expr	derived	no	70170838:5 src/ac1	assert(((sx16(M16[wp(ac3, 0x1C)]) + 0xB)) >=s 0, "P58 derived dst-ac0 @70170857")
70170857	70170838	7	WCMV	MOVE_IN_CAVE	src/ac1	expr	derived	no	70170838:5 src/ac1	assert(((sx16(M16[wp(ac3, 0x1C)]) + 0xB)) >=s 0, "P58 derived src-ac1 @70170857")
70170949	7017091C	18	WCMV	MOVE_IN_CAVE	dst/ac0	register	derived	no	7017091C:18 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70170949")
70170949	7017091C	18	WCMV	MOVE_IN_CAVE	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @70170949")
70170949	7017091C	24	WCMV	MOVE_IN_CAVE	dst/ac0	register	derived	no	7017091C:18 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70170949")
70170949	7017091C	24	WCMV	MOVE_IN_CAVE	src/ac1	register	derived	no	7017091C:18 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70170949")
70170957	7017091C	31	WCMV	MOVE_IN_CAVE	dst/ac0	register	derived	no	7017091C:18 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70170957")
70170957	7017091C	31	WCMV	MOVE_IN_CAVE	src/ac1	register	derived	no	7017091C:18 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70170957")
70170BE0	70170BCA	9	WCMV	MOVE_IN_CAVE	dst/ac0	lenload-expr	derived	no	70170BCA:9 src/ac1	assert((sx16(M16[wp(ac3, 0xA)])) >=s 0, "P58 derived dst-ac0 @70170BE0")
70170BE0	70170BCA	9	WCMV	MOVE_IN_CAVE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0xA)])) >=s 0, "P58 base-class src-ac1 @70170BE0")
70170BE9	70170BCA	11	WCMV	MOVE_IN_CAVE	dst/ac0	wide-expr	derived	no	70170BCA:9 src/ac1	assert((M32[wp(ac3, 0x18)]) >=s 0, "P58 derived dst-ac0 @70170BE9")
70170BE9	70170BCA	11	WCMV	MOVE_IN_CAVE	src/ac1	wide-expr	derived	no	70170BCA:9 src/ac1	assert((M32[wp(ac3, 0x18)]) >=s 0, "P58 derived src-ac1 @70170BE9")
